image,layer,target_step_start,target_step_end,token,word_id,word,word_n_subtokens,firstword_step_start,firstword_step_end,firstword,query_object,query_word,query_pair,query_mask,target_type,target,match_type,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
000000353970,28,9,9,sitting,9,sitting,1,5,5,cat,cat,sitting,sitting+cat,2,query_action,cat,regular,0.1267784854819652,0.07766593882586853,0.2699235881601429,0.07346840988596266,0.6811594202898551,0.21376979359230655
000000353970,28,13,13,chair,13,chair,1,5,5,cat,cat,on + chair,on + chair+cat,3,query_relation,cat,regular,0.1915042714853746,0.1217645245678788,0.9228367643969376,0.0005066551203847851,0.8,0.309032288804536
000000355905,28,5,5,dog,5,dog,1,4,4,white,dog,white,white+dog,1,query_attribute,dog,reversed,0.4823751882508804,0.48724235302074703,0.4671196150541254,0.03961421173309898,0.7493606138107417,0.5869326304386625
000000355905,28,10,10,walking,10,walking,1,5,5,dog,dog,walking,walking+dog,2,query_action,dog,regular,0.07590560001723413,0.07231237199607353,0.17381506674024363,0.05350475699141158,0.8593350383631714,0.13948996445609554
000000360661,28,14,17,ys,14,jockeys,4,4,4,horse,jockeys,"on + horse,)","on + horse,)+jockeys",3,query_relation,jockeys,reversed,0.006128114046437225,0.0,0.03487881698080539,0.1159175515091695,0.8312020460358056,0.012166529229614939
000000360661,28,18,18,riding,15,riding,1,14,17,jockeys,jockeys,riding,riding+jockeys,2,query_action,jockeys,regular,0.06908594596764482,0.0951047619047619,0.05386973935750727,0.1175433519320596,0.7442455242966752,0.12643530456656718
000000360661,28,20,20,horses,17,horses,1,19,19,brown,horses,brown,brown+horses,1,query_attribute,horses,reversed,0.30371325668810845,0.20856122088920254,0.2265501998432681,0.08580795365197115,0.8158567774936062,0.44264585746036667
000000361571,28,7,7,beige,7,beige,1,4,4,dog,dog,beige,beige+dog,1,query_attribute,dog,regular,0.29752608917755236,0.14626449496172245,0.6715379014042401,0.05365501120374907,0.8347826086956521,0.43869592337347696
000000361571,28,4,4,dog,4,dog,1,4,4,dog,dog,looking,looking+dog,2,query_action,dog,fallback,0.3361083621034819,0.1509037862320338,0.6218043378875353,0.06567860914104001,0.7797101449275362,0.46973069200003437
000000364126,28,4,4,riding,3,riding,1,1,2,surfer,surfer,riding,riding+surfer,2,query_action,surfer,regular,0.040248657812941506,0.06909619706517428,0.05185507076648886,0.12472748703136667,0.7014492753623188,0.07612908326797925
000000364126,28,14,14,white,12,white,1,1,2,surfer,surfer,white,white+surfer,1,query_attribute,surfer,regular,0.05211196984629217,0.03574697314400774,0.04854710060693429,0.19096456150973806,0.808695652173913,0.09791438263990034
000000364126,28,9,10,board,8,surfboard,2,1,2,surfer,surfer,on + surfboard,on + surfboard+surfer,3,query_relation,surfer,regular,0.02781872103141482,0.06406112253893623,0.043878031872465764,0.16540322064200624,0.5855072463768116,0.05311388597374401
000000374551,28,5,5,bird,5,bird,1,5,5,bird,bird,sitting,sitting+bird,2,query_action,bird,fallback,0.5431994253758144,0.5891436117977719,0.4209259949763665,0.045262148294936085,0.7323232323232324,0.6237404825170847
000000374551,28,32,32,brown,31,brown,1,5,5,bird,bird,brown,brown+bird,1,query_attribute,bird,regular,0.5648631397138888,0.40333091962346124,0.5171298757017593,0.04954318626447591,0.8787878787878788,0.6876937348332175
000000383337,28,5,5,reaching,5,reaching,1,4,4,person,person,reaching,reaching+person,2,query_action,person,regular,0.22496816108074993,0.1748216022017502,0.5478170634918489,0.042360236625041583,0.9386189258312021,0.36294554326867096
000000383337,28,8,9,nut,8,doughnut,2,8,9,doughnut,doughnut,glazed,glazed+doughnut,1,query_attribute,doughnut,fallback,0.19956805372701586,0.20469042642707852,0.15403625811090801,0.11813271893754267,0.80306905370844,0.3196907971358058
